system,n_feedback,seed,hit_at_5,mrr_score,ndcg_at_10
itma,0,0,0.8202247191011236,0.6520554663813091,0.6979435766827818
itma,5,0,0.8314606741573034,0.569876939539861,0.6353061052883469
itma,10,0,0.8426966292134831,0.6043338683788122,0.6596611668625213
itma,20,0,0.8651685393258427,0.5883092562867843,0.6550491081228441
itma,30,0,0.8426966292134831,0.6001248439450687,0.666723401089842
itma,50,0,0.8764044943820225,0.6095639379347244,0.6816894478886663
itma,0,1,0.8202247191011236,0.6520554663813091,0.6979435766827818
itma,5,1,0.8426966292134831,0.6706126270733013,0.7027941856494349
itma,10,1,0.8314606741573034,0.5639780631353665,0.6330552726764754
itma,20,1,0.8202247191011236,0.5801899411449973,0.6493211859986486
itma,30,1,0.8314606741573034,0.5984617442482612,0.6639836877744497
itma,50,1,0.8764044943820225,0.6281166399143927,0.7006359207090641
itma,0,2,0.8202247191011236,0.6520554663813091,0.6979435766827818
itma,5,2,0.8314606741573034,0.5879347244515783,0.6509315156302761
itma,10,2,0.8426966292134831,0.5636837881219904,0.640012419128232
itma,20,2,0.8764044943820225,0.5868913857677903,0.6624222947980531
itma,30,2,0.8651685393258427,0.5519662921348315,0.6357487429991264
itma,50,2,0.8539325842696629,0.5970795434278581,0.6718656738954001
itma,0,3,0.8202247191011236,0.6520554663813091,0.6979435766827818
itma,5,3,0.8426966292134831,0.5752006420545747,0.6364617856930542
itma,10,3,0.8314606741573034,0.5540529695024077,0.6252317467007603
itma,20,3,0.8314606741573034,0.5448947743891565,0.621502001237485
itma,30,3,0.8089887640449438,0.5508872837524522,0.6274370676696768
itma,50,3,0.898876404494382,0.6324906367041199,0.704480118861885
itma,0,4,0.8202247191011236,0.6520554663813091,0.6979435766827818
itma,5,4,0.8314606741573034,0.5736222578919208,0.6363244396648262
itma,10,4,0.8426966292134831,0.6112894596040663,0.6661788906379219
itma,20,4,0.8539325842696629,0.5855403959336544,0.6540997019508293
itma,30,4,0.8426966292134831,0.5967674335651864,0.6675000427536957
itma,50,4,0.8651685393258427,0.6042714464062778,0.6866988231458583
