system,n_feedback,seed,hit_at_5,mrr_score,ndcg_at_10
itma_no_boost,0,0,0.8552036199095022,0.6598775407598937,0.7023225600576729
itma_no_boost,5,0,0.8552036199095022,0.6549181210945917,0.6999804342555447
itma_no_boost,10,0,0.8529411764705882,0.6553831789125907,0.6998839110412384
itma_no_boost,20,0,0.8552036199095022,0.6545257846728435,0.6996943082314322
itma_no_boost,30,0,0.8529411764705882,0.6534825468648998,0.6982869869844118
itma_no_boost,50,0,0.8552036199095022,0.6527849601379013,0.6979602944140209
itma_no_boost,0,1,0.8552036199095022,0.6598775407598937,0.7023225600576729
itma_no_boost,5,1,0.8529411764705882,0.6546317244846657,0.6996876682435454
itma_no_boost,10,1,0.8506787330316742,0.654138835021188,0.6988806928656505
itma_no_boost,20,1,0.8529411764705882,0.6521403433168139,0.6970735810146549
itma_no_boost,30,1,0.8529411764705882,0.6532850319615024,0.6978053120122476
itma_no_boost,50,1,0.8529411764705882,0.6536486389427566,0.6979625954036262
itma_no_boost,0,2,0.8552036199095022,0.6598775407598937,0.7023225600576729
itma_no_boost,5,2,0.8484162895927602,0.6531862745098039,0.6975409027030554
itma_no_boost,10,2,0.8506787330316742,0.6523567119155353,0.6966836959174155
itma_no_boost,20,2,0.8529411764705882,0.6546604539251598,0.6991998608406369
itma_no_boost,30,2,0.8552036199095022,0.6547699849170437,0.6984059961774286
itma_no_boost,50,2,0.8529411764705882,0.6532212885154062,0.6976547451404757
itma_no_boost,0,3,0.8552036199095022,0.6598775407598937,0.7023225600576729
itma_no_boost,5,3,0.8552036199095022,0.6532248796954679,0.6983456691523358
itma_no_boost,10,3,0.8529411764705882,0.6543174962292609,0.6984547147402287
itma_no_boost,20,3,0.8529411764705882,0.6547259929612871,0.6983566864188566
itma_no_boost,30,3,0.8529411764705882,0.6531045751633987,0.6970609782685371
itma_no_boost,50,3,0.8506787330316742,0.6551506500035912,0.6995835883867263
itma_no_boost,0,4,0.8552036199095022,0.6598775407598937,0.7023225600576729
itma_no_boost,5,4,0.8529411764705882,0.6552547942253825,0.6997642608562542
itma_no_boost,10,4,0.8552036199095022,0.6549217122746535,0.6999780440181748
itma_no_boost,20,4,0.8529411764705882,0.6538461538461539,0.698736119496929
itma_no_boost,30,4,0.8529411764705882,0.6543489190548014,0.6985647638373339
itma_no_boost,50,4,0.8529411764705882,0.6528002226531638,0.6980055520654936
